transaction_id,account_id,description,category,amount,direction,transaction_date,posted_at
796,4,Marketing Materials,Marketing,2491,outflow,7/20/2021 0:00,7/20/2021 0:00
797,4,Sewage Charges,Utilities,8532,outflow,7/20/2021 0:00,7/20/2021 0:00
798,3,Inventory Purchase,Supplies,48004,outflow,7/20/2021 0:00,7/20/2021 0:00
799,2,POS Transaction,Revenue,8000,inflow,7/23/2021 0:00,7/23/2021 0:00
800,3,Training Workshop,Miscellaneous,25639,outflow,7/24/2021 0:00,7/24/2021 0:00
801,4,Plaza Rent Payment,Rent,14314,outflow,7/24/2021 0:00,7/24/2021 0:00
802,2,Customer Transfer,Revenue,39632,inflow,7/24/2021 0:00,7/24/2021 0:00
803,3,Monthly Payroll,Salaries,48679,outflow,7/26/2021 0:00,7/26/2021 0:00
804,4,Stock Purchase,Inventory,57921,outflow,7/26/2021 0:00,7/26/2021 0:00
805,3,Admin Staff Salary,Salaries,20222,outflow,7/26/2021 0:00,7/26/2021 0:00
806,1,Billboard Advertisement,Marketing,10035,outflow,7/27/2021 0:00,7/27/2021 0:00
807,3,Merchandise Purchase,Inventory,50869,outflow,7/28/2021 0:00,7/28/2021 0:00
808,4,Courier Service,Miscellaneous,24818,outflow,7/29/2021 0:00,7/29/2021 0:00
809,3,Executive Pay,Salaries,3288,outflow,7/29/2021 0:00,7/29/2021 0:00
810,4,Security Services,Miscellaneous,16752,outflow,7/29/2021 0:00,7/29/2021 0:00
811,2,Building Rent,Rent,14862,outflow,7/29/2021 0:00,7/29/2021 0:00
812,4,Donation,Miscellaneous,22308,outflow,7/30/2021 0:00,7/30/2021 0:00
813,3,Property Lease,Rent,16879,outflow,8/2/2021 0:00,8/2/2021 0:00
814,1,Merchandise Purchase,Inventory,22449,outflow,8/4/2021 0:00,8/4/2021 0:00
815,4,Utility Bills,Utilities,8537,outflow,8/5/2021 0:00,8/5/2021 0:00
816,4,Parts & Components,Supplies,22328,outflow,8/6/2021 0:00,8/6/2021 0:00
817,1,Consulting Revenue,Revenue,78390,inflow,8/7/2021 0:00,8/7/2021 0:00
818,3,Commercial Space Rent,Rent,21187,outflow,8/9/2021 0:00,8/9/2021 0:00
819,1,B2B Sale,Revenue,69722,inflow,8/10/2021 0:00,8/10/2021 0:00
820,2,Kitchen Supplies,Supplies,49597,outflow,8/10/2021 0:00,8/10/2021 0:00
821,4,Internet Service,Utilities,5870,outflow,8/10/2021 0:00,8/10/2021 0:00
822,2,PR Services,Marketing,26083,outflow,8/11/2021 0:00,8/11/2021 0:00
823,4,Utility Bills,Utilities,8511,outflow,8/11/2021 0:00,8/11/2021 0:00
824,4,Bulk Order,Supplies,36477,outflow,8/12/2021 0:00,8/12/2021 0:00
825,3,Social Media Marketing,Marketing,18912,outflow,8/13/2021 0:00,8/13/2021 0:00
826,3,Fuel Cost,Miscellaneous,8824,outflow,8/13/2021 0:00,8/13/2021 0:00
827,1,Merchandise Purchase,Inventory,73010,outflow,8/13/2021 0:00,8/13/2021 0:00
828,2,Vendor Purchase,Inventory,33102,outflow,8/13/2021 0:00,8/13/2021 0:00
829,4,Banner Design,Marketing,8624,outflow,8/13/2021 0:00,8/13/2021 0:00
830,3,Billboard Advertisement,Marketing,22574,outflow,8/14/2021 0:00,8/14/2021 0:00
831,1,Part-time Staff,Salaries,32669,outflow,8/16/2021 0:00,8/16/2021 0:00
832,4,Stock Purchase,Inventory,35704,outflow,8/16/2021 0:00,8/16/2021 0:00
833,2,Co-working Space Fee,Rent,8915,outflow,8/18/2021 0:00,8/18/2021 0:00
834,3,Facebook Ads,Marketing,11343,outflow,8/19/2021 0:00,8/19/2021 0:00
835,2,Sponsorship Fee,Marketing,3410,outflow,8/19/2021 0:00,8/19/2021 0:00
836,4,Banner Design,Marketing,34385,outflow,8/19/2021 0:00,8/19/2021 0:00
837,2,IT Staff Payment,Salaries,18952,outflow,8/20/2021 0:00,8/20/2021 0:00
838,2,Commercial Space Rent,Rent,12981,outflow,8/20/2021 0:00,8/20/2021 0:00
839,1,Bank Transfer In,Revenue,16492,inflow,8/21/2021 0:00,8/21/2021 0:00
840,1,Heating Bill,Utilities,8558,outflow,8/21/2021 0:00,8/21/2021 0:00
841,4,Retail Inventory,Inventory,51006,outflow,8/23/2021 0:00,8/23/2021 0:00
842,4,Tax Payment,Miscellaneous,17730,outflow,8/24/2021 0:00,8/24/2021 0:00
843,2,Co-working Space Fee,Rent,17811,outflow,8/24/2021 0:00,8/24/2021 0:00
844,3,Certification Cost,Miscellaneous,15203,outflow,8/25/2021 0:00,8/25/2021 0:00
845,4,Supervisor Wages,Salaries,32833,outflow,8/28/2021 0:00,8/28/2021 0:00
846,1,Fuel Cost,Miscellaneous,7164,outflow,8/30/2021 0:00,8/30/2021 0:00
847,3,IT Staff Payment,Salaries,12998,outflow,8/31/2021 0:00,8/31/2021 0:00
848,1,Power Bill Payment,Utilities,9002,outflow,8/31/2021 0:00,8/31/2021 0:00
849,3,Heating Bill,Utilities,5584,outflow,8/31/2021 0:00,8/31/2021 0:00
850,1,POS Transaction,Revenue,89367,inflow,9/1/2021 0:00,9/1/2021 0:00
851,2,Building Maintenance Fee,Utilities,14194,outflow,9/2/2021 0:00,9/2/2021 0:00
852,2,Mall Kiosk Rent,Rent,7965,outflow,9/2/2021 0:00,9/2/2021 0:00
853,2,IT Equipment,Supplies,12087,outflow,9/3/2021 0:00,9/3/2021 0:00
854,1,Shop Rent,Rent,7448,outflow,9/3/2021 0:00,9/3/2021 0:00
855,2,Production Materials,Supplies,32182,outflow,9/4/2021 0:00,9/4/2021 0:00
856,4,Plaza Rent Payment,Rent,24583,outflow,9/4/2021 0:00,9/4/2021 0:00
857,4,Deposit Received,Revenue,64656,inflow,9/4/2021 0:00,9/4/2021 0:00
858,2,Building Rent,Rent,13973,outflow,9/6/2021 0:00,9/6/2021 0:00
859,1,Goods Acquisition,Inventory,75083,outflow,9/7/2021 0:00,9/7/2021 0:00
860,3,Commercial Space Rent,Rent,16521,outflow,9/8/2021 0:00,9/8/2021 0:00
861,4,Mall Kiosk Rent,Rent,6546,outflow,9/8/2021 0:00,9/8/2021 0:00
862,3,Storage Unit Rent,Rent,24200,outflow,9/8/2021 0:00,9/8/2021 0:00
863,1,Maintenance Supplies,Supplies,49154,outflow,9/9/2021 0:00,9/9/2021 0:00
864,2,TV Commercial,Marketing,38515,outflow,9/10/2021 0:00,9/10/2021 0:00
865,3,Power Bill Payment,Utilities,3536,outflow,9/10/2021 0:00,9/10/2021 0:00
866,1,Supervisor Wages,Salaries,45143,outflow,9/10/2021 0:00,9/10/2021 0:00
867,1,Customer Payment,Revenue,7766,inflow,9/10/2021 0:00,9/10/2021 0:00
868,3,Software License,Miscellaneous,5406,outflow,9/11/2021 0:00,9/11/2021 0:00
869,2,Supplier Payment,Inventory,49052,outflow,9/13/2021 0:00,9/13/2021 0:00
870,1,Store Rental Fee,Rent,16981,outflow,9/14/2021 0:00,9/14/2021 0:00
871,3,Wholesale Goods,Inventory,73496,outflow,9/14/2021 0:00,9/14/2021 0:00
872,3,Merchandise Purchase,Inventory,74962,outflow,9/15/2021 0:00,9/15/2021 0:00
873,1,Audit Fees,Miscellaneous,16991,outflow,9/15/2021 0:00,9/15/2021 0:00
874,4,Product Procurement,Inventory,69162,outflow,9/17/2021 0:00,9/17/2021 0:00
875,1,Product Sale,Revenue,85139,inflow,9/19/2021 0:00,9/19/2021 0:00
876,4,Product Sale,Revenue,17620,inflow,9/20/2021 0:00,9/20/2021 0:00
877,4,Facebook Ads,Marketing,12248,outflow,9/20/2021 0:00,9/20/2021 0:00
878,4,Training Workshop,Miscellaneous,5941,outflow,9/20/2021 0:00,9/20/2021 0:00
879,4,Employee Salary,Salaries,51666,outflow,9/21/2021 0:00,9/21/2021 0:00
880,1,Service Payment,Revenue,28995,inflow,9/21/2021 0:00,9/21/2021 0:00
881,2,Instagram Promotion,Marketing,27664,outflow,9/22/2021 0:00,9/22/2021 0:00
882,1,Content Marketing,Marketing,30107,outflow,9/22/2021 0:00,9/22/2021 0:00
883,3,Wholesale Order,Revenue,91520,inflow,9/23/2021 0:00,9/23/2021 0:00
884,4,Retail Inventory,Inventory,78283,outflow,9/23/2021 0:00,9/23/2021 0:00
885,1,Wholesale Order,Revenue,94530,inflow,9/23/2021 0:00,9/23/2021 0:00
886,3,Office Supplies,Supplies,16796,outflow,9/23/2021 0:00,9/23/2021 0:00
887,4,Customs Duty,Miscellaneous,23313,outflow,9/26/2021 0:00,9/26/2021 0:00
888,2,Instagram Promotion,Marketing,31725,outflow,9/26/2021 0:00,9/26/2021 0:00
889,2,Contractor Fee,Salaries,36335,outflow,9/27/2021 0:00,9/27/2021 0:00
890,4,B2B Sale,Revenue,38342,inflow,9/29/2021 0:00,9/29/2021 0:00
891,3,Team Salaries,Salaries,36036,outflow,9/29/2021 0:00,9/29/2021 0:00
892,4,Supplier Payment,Inventory,57360,outflow,10/1/2021 0:00,10/1/2021 0:00
893,3,Wholesale Order,Revenue,95362,inflow,10/1/2021 0:00,10/1/2021 0:00
894,2,Trade Show Booth,Marketing,23681,outflow,10/2/2021 0:00,10/2/2021 0:00
895,4,Bulk Product Order,Inventory,54645,outflow,10/4/2021 0:00,10/4/2021 0:00
896,2,Courier Service,Miscellaneous,26680,outflow,10/4/2021 0:00,10/4/2021 0:00
897,2,Service Payment,Revenue,87079,inflow,10/6/2021 0:00,10/6/2021 0:00
898,4,Sponsorship Fee,Marketing,6446,outflow,10/6/2021 0:00,10/6/2021 0:00
899,3,Water Bill,Utilities,5952,outflow,10/11/2021 0:00,10/11/2021 0:00
900,2,Content Marketing,Marketing,17359,outflow,10/13/2021 0:00,10/13/2021 0:00
901,4,Sewage Charges,Utilities,11128,outflow,10/14/2021 0:00,10/14/2021 0:00
902,1,Water Bill,Utilities,7518,outflow,10/15/2021 0:00,10/15/2021 0:00
903,3,Bank Transfer In,Revenue,79979,inflow,10/17/2021 0:00,10/17/2021 0:00
904,2,Card Payment,Revenue,17657,inflow,10/18/2021 0:00,10/18/2021 0:00
905,1,Sewage Charges,Utilities,11465,outflow,10/19/2021 0:00,10/19/2021 0:00
906,3,Employee Salary,Salaries,12172,outflow,10/20/2021 0:00,10/20/2021 0:00
907,1,Legal Fees,Miscellaneous,15393,outflow,10/21/2021 0:00,10/21/2021 0:00
908,1,Security Services,Miscellaneous,5842,outflow,10/22/2021 0:00,10/22/2021 0:00
909,4,Brand Campaign,Marketing,9011,outflow,10/23/2021 0:00,10/23/2021 0:00
910,4,Trade Show Booth,Marketing,18502,outflow,10/23/2021 0:00,10/23/2021 0:00
911,1,Mobile Payment,Revenue,84592,inflow,10/23/2021 0:00,10/23/2021 0:00
912,3,Influencer Partnership,Marketing,39590,outflow,10/26/2021 0:00,10/26/2021 0:00
913,4,Factory Rent,Rent,11139,outflow,10/28/2021 0:00,10/28/2021 0:00
914,2,Part-time Staff,Salaries,19608,outflow,10/29/2021 0:00,10/29/2021 0:00
915,2,Broadband Internet,Utilities,6709,outflow,10/29/2021 0:00,10/29/2021 0:00
916,3,Gas Bill,Utilities,10082,outflow,10/30/2021 0:00,10/30/2021 0:00
917,3,Electricity Bill,Utilities,6489,outflow,10/30/2021 0:00,10/30/2021 0:00
918,2,Warehouse Lease,Rent,17834,outflow,10/31/2021 0:00,10/31/2021 0:00
919,3,Commercial Space Rent,Rent,16783,outflow,11/1/2021 0:00,11/1/2021 0:00
920,4,Retail Sales,Revenue,79783,inflow,11/2/2021 0:00,11/2/2021 0:00
921,3,Supplier Payment,Inventory,35542,outflow,11/2/2021 0:00,11/2/2021 0:00
922,3,Marketplace Sale,Revenue,10843,inflow,11/2/2021 0:00,11/2/2021 0:00
923,4,Monthly Office Lease,Rent,15559,outflow,11/4/2021 0:00,11/4/2021 0:00
924,3,Permit Fee,Miscellaneous,9428,outflow,11/5/2021 0:00,11/5/2021 0:00
925,3,Storage Unit Rent,Rent,8452,outflow,11/6/2021 0:00,11/6/2021 0:00
926,4,Facebook Ads,Marketing,5577,outflow,11/7/2021 0:00,11/7/2021 0:00
927,4,Inventory Purchase,Supplies,27863,outflow,11/7/2021 0:00,11/7/2021 0:00
928,4,Influencer Partnership,Marketing,23700,outflow,11/7/2021 0:00,11/7/2021 0:00
929,3,Retail Space Lease,Rent,6595,outflow,11/8/2021 0:00,11/8/2021 0:00
930,2,TV Commercial,Marketing,21039,outflow,11/9/2021 0:00,11/9/2021 0:00
931,2,Part-time Staff,Salaries,54015,outflow,11/9/2021 0:00,11/9/2021 0:00
932,2,IT Equipment,Supplies,49254,outflow,11/10/2021 0:00,11/10/2021 0:00
933,2,Stock Purchase,Inventory,58380,outflow,11/11/2021 0:00,11/11/2021 0:00
934,4,Billboard Advertisement,Marketing,37141,outflow,11/11/2021 0:00,11/11/2021 0:00
935,3,Security Services,Miscellaneous,18733,outflow,11/12/2021 0:00,11/12/2021 0:00
936,2,Facebook Ads,Marketing,39098,outflow,11/14/2021 0:00,11/14/2021 0:00
937,3,Travel Expenses,Miscellaneous,11944,outflow,11/18/2021 0:00,11/18/2021 0:00
938,4,Water Bill,Utilities,12883,outflow,11/19/2021 0:00,11/19/2021 0:00
939,1,Water Bill,Utilities,9224,outflow,11/21/2021 0:00,11/21/2021 0:00
940,1,Co-working Space Fee,Rent,8999,outflow,11/21/2021 0:00,11/21/2021 0:00
941,3,Card Payment,Revenue,25073,inflow,11/22/2021 0:00,11/22/2021 0:00
942,1,Software License,Miscellaneous,15161,outflow,11/23/2021 0:00,11/23/2021 0:00
943,4,Team Salaries,Salaries,3067,outflow,11/23/2021 0:00,11/23/2021 0:00
944,3,Banner Design,Marketing,39753,outflow,11/23/2021 0:00,11/23/2021 0:00
945,2,Product Sale,Revenue,60141,inflow,11/24/2021 0:00,11/24/2021 0:00
946,3,IT Staff Payment,Salaries,43522,outflow,11/26/2021 0:00,11/26/2021 0:00
947,4,Audit Fees,Miscellaneous,14057,outflow,11/26/2021 0:00,11/26/2021 0:00
948,2,Brand Campaign,Marketing,8329,outflow,11/27/2021 0:00,11/27/2021 0:00
949,4,IT Equipment,Supplies,33819,outflow,11/27/2021 0:00,11/27/2021 0:00
950,2,Sales Team Salary,Salaries,23777,outflow,11/28/2021 0:00,11/28/2021 0:00
951,3,Sales Team Salary,Salaries,53915,outflow,11/30/2021 0:00,11/30/2021 0:00
952,1,Merchandise Purchase,Inventory,61797,outflow,12/1/2021 0:00,12/1/2021 0:00
953,4,Power Bill Payment,Utilities,11206,outflow,12/1/2021 0:00,12/1/2021 0:00
954,2,Inventory Purchase,Supplies,6778,outflow,12/1/2021 0:00,12/1/2021 0:00
955,3,SEO Services,Marketing,25076,outflow,12/2/2021 0:00,12/2/2021 0:00
956,3,Electricity Bill,Utilities,4692,outflow,12/2/2021 0:00,12/2/2021 0:00
957,1,Property Lease,Rent,16985,outflow,12/5/2021 0:00,12/5/2021 0:00
958,1,Travel Expenses,Miscellaneous,19961,outflow,12/6/2021 0:00,12/6/2021 0:00
959,1,Instagram Promotion,Marketing,37720,outflow,12/6/2021 0:00,12/6/2021 0:00
960,1,Wholesale Order,Revenue,30597,inflow,12/7/2021 0:00,12/7/2021 0:00
961,4,Bank Transfer In,Revenue,75707,inflow,12/7/2021 0:00,12/7/2021 0:00
962,4,Accounting Services,Miscellaneous,27001,outflow,12/10/2021 0:00,12/10/2021 0:00
963,4,Google Ads Campaign,Marketing,2492,outflow,12/10/2021 0:00,12/10/2021 0:00
964,2,Wholesale Goods,Inventory,15950,outflow,12/10/2021 0:00,12/10/2021 0:00
965,1,Customs Duty,Miscellaneous,19695,outflow,12/10/2021 0:00,12/10/2021 0:00
966,1,Raw Materials,Supplies,8367,outflow,12/11/2021 0:00,12/11/2021 0:00
967,4,Heating Bill,Utilities,5934,outflow,12/11/2021 0:00,12/11/2021 0:00
968,2,Accounting Services,Miscellaneous,9751,outflow,12/11/2021 0:00,12/11/2021 0:00
969,2,Commission Pay,Salaries,53118,outflow,12/11/2021 0:00,12/11/2021 0:00
970,4,Sales Team Salary,Salaries,23134,outflow,12/11/2021 0:00,12/11/2021 0:00
971,1,Mobile Payment,Revenue,9628,inflow,12/12/2021 0:00,12/12/2021 0:00
972,1,Sales Team Salary,Salaries,11142,outflow,12/12/2021 0:00,12/12/2021 0:00
973,1,Product Procurement,Inventory,25084,outflow,12/12/2021 0:00,12/12/2021 0:00
974,1,Parts & Components,Supplies,6831,outflow,12/13/2021 0:00,12/13/2021 0:00
975,3,Customer Payment,Revenue,15169,inflow,12/14/2021 0:00,12/14/2021 0:00
976,1,Commission Pay,Salaries,36516,outflow,12/15/2021 0:00,12/15/2021 0:00
977,3,Accounting Services,Miscellaneous,24219,outflow,12/15/2021 0:00,12/15/2021 0:00
978,1,Kitchen Supplies,Supplies,8413,outflow,12/16/2021 0:00,12/16/2021 0:00
979,1,Energy Cost,Utilities,9066,outflow,12/18/2021 0:00,12/18/2021 0:00
980,3,Facebook Ads,Marketing,39215,outflow,12/21/2021 0:00,12/21/2021 0:00
981,2,Co-working Space Fee,Rent,16216,outflow,12/22/2021 0:00,12/22/2021 0:00
982,4,Penalty Fee,Miscellaneous,16768,outflow,12/22/2021 0:00,12/22/2021 0:00
983,2,IT Equipment,Supplies,24435,outflow,12/22/2021 0:00,12/22/2021 0:00
984,2,Safety Equipment,Supplies,35273,outflow,12/23/2021 0:00,12/23/2021 0:00
985,1,Commercial Space Rent,Rent,19716,outflow,12/24/2021 0:00,12/24/2021 0:00
986,2,Admin Staff Salary,Salaries,4479,outflow,12/26/2021 0:00,12/26/2021 0:00
987,2,Product Stock,Inventory,14133,outflow,12/26/2021 0:00,12/26/2021 0:00
988,1,Merchandise Purchase,Inventory,31922,outflow,12/28/2021 0:00,12/28/2021 0:00
989,4,Courier Service,Miscellaneous,29085,outflow,12/29/2021 0:00,12/29/2021 0:00
990,2,Store Rental Fee,Rent,8671,outflow,12/29/2021 0:00,12/29/2021 0:00
991,2,Mall Kiosk Rent,Rent,14681,outflow,1/1/2022 0:00,1/1/2022 0:00
992,3,Sales Team Salary,Salaries,15629,outflow,1/1/2022 0:00,1/1/2022 0:00
993,3,Vendor Purchase,Inventory,13179,outflow,1/2/2022 0:00,1/2/2022 0:00
994,3,Conference Fee,Miscellaneous,28683,outflow,1/2/2022 0:00,1/2/2022 0:00
995,4,Merchandise Purchase,Inventory,39980,outflow,1/3/2022 0:00,1/3/2022 0:00
996,1,Retail Inventory,Inventory,35575,outflow,1/3/2022 0:00,1/3/2022 0:00
997,4,Commission Pay,Salaries,35560,outflow,1/3/2022 0:00,1/3/2022 0:00
998,1,Software License,Miscellaneous,24768,outflow,1/5/2022 0:00,1/5/2022 0:00
999,3,Content Marketing,Marketing,9531,outflow,1/5/2022 0:00,1/5/2022 0:00
1000,3,Legal Fees,Miscellaneous,2710,outflow,1/6/2022 0:00,1/6/2022 0:00
1001,1,Consulting Revenue,Revenue,62820,inflow,1/9/2022 0:00,1/9/2022 0:00
1002,1,Product Procurement,Inventory,11913,outflow,1/10/2022 0:00,1/10/2022 0:00
1003,3,Contractor Fee,Salaries,17839,outflow,1/11/2022 0:00,1/11/2022 0:00
1004,4,Bulk Product Order,Inventory,12581,outflow,1/11/2022 0:00,1/11/2022 0:00
1005,2,Marketing Materials,Marketing,14134,outflow,1/11/2022 0:00,1/11/2022 0:00
1006,2,Bank Charges,Miscellaneous,18348,outflow,1/12/2022 0:00,1/12/2022 0:00
1007,3,Factory Rent,Rent,17021,outflow,1/12/2022 0:00,1/12/2022 0:00
1008,4,Merchandise Purchase,Inventory,54565,outflow,1/13/2022 0:00,1/13/2022 0:00
1009,4,Stock Replenishment,Supplies,40025,outflow,1/14/2022 0:00,1/14/2022 0:00
1010,3,Goods Received,Inventory,10131,outflow,1/14/2022 0:00,1/14/2022 0:00
1011,3,Wholesale Goods,Inventory,12437,outflow,1/15/2022 0:00,1/15/2022 0:00
1012,1,Instagram Promotion,Marketing,28377,outflow,1/17/2022 0:00,1/17/2022 0:00
1013,1,Audit Fees,Miscellaneous,29992,outflow,1/18/2022 0:00,1/18/2022 0:00
1014,1,Goods Received,Inventory,51545,outflow,1/18/2022 0:00,1/18/2022 0:00
1015,3,Power Bill Payment,Utilities,5607,outflow,1/19/2022 0:00,1/19/2022 0:00
1016,3,Instagram Promotion,Marketing,31935,outflow,1/19/2022 0:00,1/19/2022 0:00
1017,2,Retail Space Lease,Rent,7236,outflow,1/19/2022 0:00,1/19/2022 0:00
1018,4,Wholesale Goods,Inventory,20360,outflow,1/19/2022 0:00,1/19/2022 0:00
1019,2,Equipment Purchase,Supplies,45042,outflow,1/20/2022 0:00,1/20/2022 0:00
1020,3,Service Payment,Revenue,60130,inflow,1/21/2022 0:00,1/21/2022 0:00
1021,4,Heating Bill,Utilities,11711,outflow,1/22/2022 0:00,1/22/2022 0:00
1022,2,Retail Inventory,Inventory,77142,outflow,1/23/2022 0:00,1/23/2022 0:00
1023,3,Radio Ad Spot,Marketing,25748,outflow,1/24/2022 0:00,1/24/2022 0:00
1024,1,Maintenance Supplies,Supplies,42333,outflow,1/27/2022 0:00,1/27/2022 0:00
1025,1,Admin Staff Salary,Salaries,51004,outflow,1/28/2022 0:00,1/28/2022 0:00
1026,3,Certification Cost,Miscellaneous,22296,outflow,1/28/2022 0:00,1/28/2022 0:00
1027,2,Shipping Cost,Miscellaneous,18667,outflow,1/28/2022 0:00,1/28/2022 0:00
1028,2,Production Materials,Supplies,1946,outflow,1/28/2022 0:00,1/28/2022 0:00
1029,3,Co-working Space Fee,Rent,18092,outflow,1/29/2022 0:00,1/29/2022 0:00
1030,4,IT Staff Payment,Salaries,49077,outflow,1/30/2022 0:00,1/30/2022 0:00
1031,3,Bank Charges,Miscellaneous,19538,outflow,1/30/2022 0:00,1/30/2022 0:00
1032,1,TV Commercial,Marketing,10417,outflow,1/31/2022 0:00,1/31/2022 0:00
1033,4,Store Rental Fee,Rent,18733,outflow,1/31/2022 0:00,1/31/2022 0:00
1034,3,Stock Replenishment,Supplies,20363,outflow,1/31/2022 0:00,1/31/2022 0:00
1035,1,Commission Earned,Revenue,75782,inflow,2/1/2022 0:00,2/1/2022 0:00
1036,4,Shipping Cost,Miscellaneous,11771,outflow,2/1/2022 0:00,2/1/2022 0:00
1037,3,Team Salaries,Salaries,18399,outflow,2/1/2022 0:00,2/1/2022 0:00
1038,3,Admin Staff Salary,Salaries,43505,outflow,2/2/2022 0:00,2/2/2022 0:00
1039,3,Showroom Rent,Rent,12558,outflow,2/2/2022 0:00,2/2/2022 0:00
1040,3,Raw Materials,Supplies,1549,outflow,2/3/2022 0:00,2/3/2022 0:00
1041,4,Telephone Bill,Utilities,12928,outflow,2/4/2022 0:00,2/4/2022 0:00
1042,1,Travel Expenses,Miscellaneous,22935,outflow,2/4/2022 0:00,2/4/2022 0:00
1043,1,TV Commercial,Marketing,13894,outflow,2/5/2022 0:00,2/5/2022 0:00
1044,1,Gas Bill,Utilities,11571,outflow,2/6/2022 0:00,2/6/2022 0:00
1045,2,Advance Payment,Revenue,67736,inflow,2/6/2022 0:00,2/6/2022 0:00
1046,3,Parts & Components,Supplies,23421,outflow,2/6/2022 0:00,2/6/2022 0:00
1047,1,Permit Fee,Miscellaneous,19383,outflow,2/7/2022 0:00,2/7/2022 0:00
1048,1,Audit Fees,Miscellaneous,19441,outflow,2/10/2022 0:00,2/10/2022 0:00
1049,1,Building Rent,Rent,17628,outflow,2/12/2022 0:00,2/12/2022 0:00
1050,2,Vendor Purchase,Inventory,45767,outflow,2/12/2022 0:00,2/12/2022 0:00
1051,1,Deposit Received,Revenue,6859,inflow,2/12/2022 0:00,2/12/2022 0:00
1052,1,Wholesale Goods,Inventory,56227,outflow,2/13/2022 0:00,2/13/2022 0:00
1053,3,Plaza Rent Payment,Rent,5560,outflow,2/13/2022 0:00,2/13/2022 0:00
1054,2,Goods Acquisition,Inventory,47560,outflow,2/15/2022 0:00,2/15/2022 0:00
1055,1,Cleaning Supplies,Supplies,10611,outflow,2/15/2022 0:00,2/15/2022 0:00
1056,1,Travel Expenses,Miscellaneous,19968,outflow,2/15/2022 0:00,2/15/2022 0:00
1057,3,TV Commercial,Marketing,29941,outflow,2/16/2022 0:00,2/16/2022 0:00
1058,4,Merchandise Purchase,Inventory,35574,outflow,2/17/2022 0:00,2/17/2022 0:00
1059,3,Retail Sales,Revenue,6772,inflow,2/18/2022 0:00,2/18/2022 0:00
1060,3,Monthly Office Lease,Rent,6007,outflow,2/19/2022 0:00,2/19/2022 0:00
1061,4,Penalty Fee,Miscellaneous,22055,outflow,2/19/2022 0:00,2/19/2022 0:00
1062,3,Water Bill,Utilities,9549,outflow,2/20/2022 0:00,2/20/2022 0:00
1063,3,Merchandise Purchase,Inventory,10019,outflow,2/21/2022 0:00,2/21/2022 0:00
1064,1,Stock Purchase,Inventory,67769,outflow,2/22/2022 0:00,2/22/2022 0:00
1065,4,IT Staff Payment,Salaries,3271,outflow,2/22/2022 0:00,2/22/2022 0:00
1066,4,Cleaning Supplies,Supplies,2608,outflow,2/23/2022 0:00,2/23/2022 0:00
1067,1,Billboard Advertisement,Marketing,35154,outflow,2/23/2022 0:00,2/23/2022 0:00
1068,1,Monthly Payroll,Salaries,49361,outflow,2/23/2022 0:00,2/23/2022 0:00
1069,3,Goods Acquisition,Inventory,65489,outflow,2/24/2022 0:00,2/24/2022 0:00
1070,1,Social Media Marketing,Marketing,3177,outflow,2/25/2022 0:00,2/25/2022 0:00
1071,2,Advance Payment,Revenue,49063,inflow,2/26/2022 0:00,2/26/2022 0:00
1072,3,Marketing Materials,Marketing,17824,outflow,2/26/2022 0:00,2/26/2022 0:00
1073,1,Production Materials,Supplies,33615,outflow,2/28/2022 0:00,2/28/2022 0:00
1074,1,Sponsorship Fee,Marketing,6771,outflow,3/1/2022 0:00,3/1/2022 0:00
1075,2,Shop Rent,Rent,14643,outflow,3/1/2022 0:00,3/1/2022 0:00
1076,3,Customer Transfer,Revenue,4100,inflow,3/2/2022 0:00,3/2/2022 0:00
1077,4,Warehouse Lease,Rent,19268,outflow,3/2/2022 0:00,3/2/2022 0:00
1078,2,Product Launch Event,Marketing,36327,outflow,3/2/2022 0:00,3/2/2022 0:00
1079,2,PR Services,Marketing,20082,outflow,3/5/2022 0:00,3/5/2022 0:00
1080,4,Google Ads Campaign,Marketing,38342,outflow,3/5/2022 0:00,3/5/2022 0:00
1081,4,Property Lease,Rent,13237,outflow,3/5/2022 0:00,3/5/2022 0:00
1082,2,Subscription Fee,Revenue,33780,inflow,3/6/2022 0:00,3/6/2022 0:00
1083,2,Retail Inventory,Inventory,44430,outflow,3/7/2022 0:00,3/7/2022 0:00
1084,2,Retail Space Lease,Rent,17368,outflow,3/7/2022 0:00,3/7/2022 0:00
1085,1,Bulk Product Order,Inventory,72716,outflow,3/8/2022 0:00,3/8/2022 0:00
1086,1,Team Salaries,Salaries,29578,outflow,3/10/2022 0:00,3/10/2022 0:00
1087,3,Cloud Storage,Miscellaneous,8460,outflow,3/11/2022 0:00,3/11/2022 0:00
1088,2,License Renewal,Miscellaneous,4504,outflow,3/12/2022 0:00,3/12/2022 0:00
1089,4,Mall Kiosk Rent,Rent,18785,outflow,3/12/2022 0:00,3/12/2022 0:00
1090,3,Parking Space Rental,Rent,15240,outflow,3/13/2022 0:00,3/13/2022 0:00
1091,2,Goods Received,Inventory,12216,outflow,3/13/2022 0:00,3/13/2022 0:00
1092,4,Retail Sales,Revenue,54459,inflow,3/14/2022 0:00,3/14/2022 0:00
1093,1,Internet Service,Utilities,1698,outflow,3/15/2022 0:00,3/15/2022 0:00
1094,2,Team Salaries,Salaries,35094,outflow,3/17/2022 0:00,3/17/2022 0:00
